"","RefNum","agerange","age","job","marital","education","balance","housing","loan","month","date","duration","deposit","lead","product","qualified","contacted","won","loanvalue","NPS"
"205",10023671,"31-40",35,"services","married","secondary",0,"yes","no","january",2018-01-01,471,58.46,1,"business",1,1,1,5699,10
"206",10023672,"41-60",50,"services","married","secondary",5699,"yes","yes","february",2018-02-01,381,289.11,1,"business",1,1,1,3237,10
"207",10023673,"41-60",41,"management","married","tertiary",176,"yes","yes","march",2018-03-01,42,87.08,1,"business",1,1,1,2558,10
"208",10023674,"41-60",41,"management","married","tertiary",517,"yes","yes","april",2018-04-01,251,105.23,1,"auto ",1,1,1,2298,10
"209",10023675,"31-40",39,"services","single","unknown",257,"yes","no","may",2018-05-01,408,34.63,1,"auto ",1,1,1,3397,10
"210",10023676,"41-60",42,"retired","married","secondary",56,"yes","yes","june",2018-06-01,215,57.32,1,"auto ",1,1,1,2106,10
"211",10023677,"31-40",38,"blue-collar","married","secondary",-390,"yes","no","july",2018-07-01,287,52.68,1,"auto ",1,1,1,4384,10
"212",10023678,"41-60",53,"retired","married","secondary",330,"yes","yes","august",2018-08-01,216,73.23,1,"auto ",1,1,1,4080,10
"213",10023679,"41-60",59,"housemaid","divorced","primary",195,"no","no","september",2018-09-01,366,69.94,1,"auto ",1,1,1,2127,10
"214",10023680,"31-40",36,"services","married","secondary",301,"yes","no","october",2018-10-01,210,58.46,1,"auto ",1,1,1,5699,10
"215",10023681,"41-60",54,"blue-collar","married","primary",-41,"yes","yes","november",2018-11-01,288,52.68,1,"auto ",1,1,1,3237,10
"216",10023682,"31-40",40,"technician","married","tertiary",483,"yes","yes","december",2018-12-01,168,33.57,1,"auto ",1,1,1,2558,10
"217",10023683,"41-60",47,"unknown","married","unknown",28,"no","yes","january",2018-01-01,338,5.51,1,"auto ",1,1,1,2298,10
"218",10023684,"41-60",53,"unemployed","married","unknown",13,"no","yes","february",2018-02-01,410,32.33,1,"unsecured ",1,1,1,3397,10
"219",10023685,"41-60",46,"housemaid","married","primary",965,"no","yes","march",2018-03-01,177,174.35,1,"unsecured ",1,1,1,2106,10
"220",10023686,"31-40",39,"management","married","tertiary",378,"yes","yes","april",2018-04-01,127,83.06,1,"unsecured ",1,1,1,2458,10
"221",10023687,"31-40",40,"unemployed","married","secondary",219,"yes","no","may",2018-05-01,357,76.9,1,"unsecured ",1,1,1,2893,10
"222",10023688,"18-30",28,"blue-collar","married","primary",324,"yes","no","june",2018-06-01,175,52.68,1,"unsecured ",1,1,1,4384,10
"223",10023689,"31-40",35,"entrepreneur","divorced","secondary",-69,"yes","no","july",2018-07-01,300,43.75,1,"mortgage",1,1,1,4080,10
"224",10023690,"41-60",55,"retired","married","secondary",0,"no","yes","august",2018-08-01,136,57.32,1,"mortgage",1,1,1,2127,10
"225",10023691,"41-60",43,"technician","divorced","unknown",205,"yes","no","september",2018-09-01,1419,68.91,1,"mortgage",1,1,1,5699,10
"226",10023692,"41-60",48,"blue-collar","married","primary",278,"yes","yes","october",2018-10-01,125,157.07,1,"mortgage",1,1,1,3237,10
"227",10023693,"41-60",58,"management","married","unknown",1065,"yes","yes","november",2018-11-01,213,54.93,1,"mortgage",1,1,1,2558,10
"228",10023694,"31-40",33,"management","single","tertiary",34,"yes","no","december",2018-12-01,27,54.1,1,"mortgage",1,1,1,2298,10
"229",10023695,"31-40",36,"blue-collar","married","unknown",1033,"no","no","january",2018-01-01,238,355.36,1,"mortgage",1,1,1,3397,10
"230",10023696,"41-60",53,"services","divorced","secondary",1467,"yes","no","february",2018-02-01,124,58.46,1,"mortgage",1,1,1,2106,10
"231",10023697,"41-60",47,"blue-collar","married","primary",-12,"yes","yes","march",2018-03-01,18,52.68,1,"mortgage",1,1,1,6895,10
"232",10023698,"31-40",31,"services","married","secondary",388,"yes","no","april",2018-04-01,730,97.5,1,"mortgage",1,1,1,7632,10
"233",10023699,"41-60",57,"entrepreneur","married","secondary",294,"yes","yes","may",2018-05-01,746,211.57,1,"mortgage",1,1,1,9753,10
"234",10023700,"41-60",53,"blue-collar","married","unknown",1827,"no","yes","june",2018-06-01,121,308.97,1,"mortgage",1,1,1,2257,10
"235",10023701,"41-60",55,"blue-collar","married","primary",627,"yes","yes","july",2018-07-01,247,36.14,1,"mortgage",1,1,1,12353,10
"236",10023702,"41-60",45,"blue-collar","married","primary",25,"yes","yes","august",2018-08-01,40,25.62,1,"unsecured ",1,1,1,2356,10
"237",10023703,"41-60",53,"admin.","divorced","secondary",315,"yes","no","september",2018-09-01,181,49.14,1,"unsecured ",1,1,1,7654,10
"238",10023704,"31-40",37,"blue-collar","married","primary",0,"yes","no","october",2018-10-01,79,52.68,1,"unsecured ",1,1,1,7854,10
"239",10023705,"41-60",44,"admin.","divorced","secondary",66,"yes","no","november",2018-11-01,206,49.14,1,"unsecured ",1,1,1,8954,10
"240",10023706,"41-60",49,"blue-collar","divorced","primary",-9,"yes","no","december",2018-12-01,389,52.68,1,"unsecured ",1,1,1,3678,10
"241",10023707,"41-60",46,"technician","married","secondary",349,"yes","yes","january",2018-01-01,127,53.93,1,"unsecured ",1,1,1,4853,10
"242",10023708,"41-60",43,"entrepreneur","married","unknown",100,"yes","yes","february",2018-02-01,702,43.75,1,"unsecured ",1,1,1,8675,10
"243",10023709,"31-40",38,"admin.","married","secondary",0,"no","no","march",2018-03-01,151,49.14,1,"unsecured ",1,1,1,9764,10
"244",10023710,"41-60",43,"technician","married","secondary",434,"yes","yes","april",2018-04-01,117,342.16,1,"unsecured ",1,1,1,2457,10
"245",10023711,"41-60",49,"management","married","tertiary",3237,"yes","yes","may",2018-05-01,232,272.36,1,"unsecured ",1,1,1,3678,10
"246",10023712,"41-60",42,"management","married","unknown",275,"no","yes","june",2018-06-01,408,59.545,1,"unsecured ",1,1,1,9765,10
"247",10023713,"18-30",22,"blue-collar","single","secondary",0,"yes","no","july",2018-07-01,179,52.68,1,"unsecured ",1,1,1,7543,10
"248",10023714,"31-40",40,"management","married","tertiary",207,"yes","yes","august",2018-08-01,39,91.28,1,"unsecured ",1,1,1,4080,10
"249",10023715,"31-40",39,"blue-collar","married","secondary",483,"yes","no","september",2018-09-01,282,300.8,1,"unsecured ",1,1,1,2127,10
"250",10023716,"41-60",51,"services","married","secondary",2248,"yes","yes","october",2018-10-01,714,283.16,1,"mortgage",1,1,1,5699,10
"251",10023717,"41-60",49,"admin.","married","secondary",428,"yes","yes","november",2018-11-01,50,49.14,1,"mortgage",1,1,1,3237,10
"252",10023718,"41-60",53,"blue-collar","married","secondary",0,"yes","yes","december",2018-12-01,181,52.68,1,"mortgage",1,1,1,2558,10
"253",10023719,"31-40",34,"services","single","secondary",0,"yes","no","january",2018-01-01,142,58.46,1,"mortgage",1,1,1,2298,10
"254",10023720,"31-40",33,"technician","divorced","secondary",140,"yes","no","february",2018-02-01,227,58.86,1,"mortgage",1,1,1,3397,10
"255",10023721,"41-60",50,"management","single","tertiary",297,"yes","yes","march",2018-03-01,119,83.1,1,"mortgage",1,1,1,2106,10
"256",10023722,"31-40",39,"blue-collar","married","primary",279,"yes","no","april",2018-04-01,361,144.74,1,"mortgage",1,1,1,6895,10
"257",10023723,"41-60",59,"entrepreneur","divorced","secondary",901,"yes","no","may",2018-05-01,73,388.683437366575,1,"mortgage",1,1,1,7632,10
"258",10023724,"18-30",30,"technician","single","secondary",2573,"yes","no","june",2018-06-01,67,175.1,1,"mortgage",1,1,1,9753,10
"259",10023725,"31-40",36,"services","married","secondary",143,"yes","no","july",2018-07-01,350,75.24,1,"mortgage",1,1,1,2257,10
"260",10023726,"31-40",40,"blue-collar","married","secondary",475,"yes","no","august",2018-08-01,332,52.64,1,"mortgage",1,1,1,12353,10
"261",10023727,"41-60",53,"blue-collar","married","secondary",70,"yes","yes","september",2018-09-01,611,43.07,1,"mortgage",1,1,1,2356,10
"262",10023728,"31-40",34,"management","single","tertiary",318,"yes","no","october",2018-10-01,113,85.37,1,"mortgage",1,1,1,7654,10
"263",10023729,"31-40",37,"technician","married","secondary",275,"yes","no","november",2018-11-01,132,130.4,1,"mortgage",1,1,1,7854,10
"264",10023730,"41-60",42,"management","divorced","tertiary",742,"yes","yes","december",2018-12-01,58,120.8,1,"auto ",1,1,1,8954,10
"265",10023731,"41-60",41,"entrepreneur","married","primary",236,"yes","yes","january",2018-01-01,151,22.17,1,"auto ",1,1,1,3678,10
"266",10023732,"18-30",30,"student","single","tertiary",25,"yes","no","february",2018-02-01,89,35.36,1,"auto ",1,1,1,4853,10
"267",10023733,"31-40",37,"management","single","tertiary",600,"yes","no","march",2018-03-01,152,59.545,1,"auto ",1,1,1,8675,10
"268",10023734,"31-40",39,"admin.","divorced","secondary",-349,"yes","no","april",2018-04-01,611,49.14,1,"auto ",1,1,1,9764,10
"269",10023735,"41-60",41,"blue-collar","married","primary",183,"yes","yes","may",2018-05-01,110,52.68,1,"auto ",1,1,1,2457,10
"270",10023736,"31-40",40,"blue-collar","married","primary",0,"yes","no","june",2018-06-01,463,52.68,1,"auto ",1,1,1,3678,10
"271",10023737,"41-60",42,"management","single","tertiary",0,"yes","yes","july",2018-07-01,562,59.545,1,"auto ",1,1,1,9765,10
"272",10023738,"31-40",40,"blue-collar","divorced","primary",0,"yes","no","august",2018-08-01,962,52.68,1,"auto ",1,1,1,7543,10
"273",10023739,"41-60",57,"technician","married","secondary",1078,"yes","yes","september",2018-09-01,10,118,1,"auto ",1,1,1,4384,10
"274",10023740,"41-60",56,"entrepreneur","divorced","secondary",155,"no","no","october",2018-10-01,118,49.54,1,"auto ",1,1,1,4080,10
"275",10023741,"31-40",37,"admin.","married","secondary",190,"yes","no","november",2018-11-01,92,71.07,1,"auto ",1,1,1,2127,10
"276",10023742,"41-60",59,"retired","married","secondary",319,"yes","yes","december",2018-12-01,143,57.32,1,"auto ",1,1,1,5699,10
"277",10023743,"31-40",39,"services","divorced","secondary",-185,"yes","no","january",2018-01-01,189,58.46,1,"auto ",1,1,1,3237,10
"278",10023744,"41-60",49,"services","married","secondary",47,"no","yes","february",2018-02-01,234,47.25,1,"auto ",1,1,1,2558,10
"279",10023745,"31-40",38,"services","single","secondary",570,"yes","no","march",2018-03-01,75,30.04,1,"mortgage",1,1,1,2298,10
"280",10023746,"31-40",36,"self-employed","married","tertiary",19,"no","yes","april",2018-04-01,189,9.83,1,"mortgage",1,1,1,3397,10
"281",10023747,"41-60",50,"blue-collar","married","primary",61,"yes","yes","may",2018-05-01,621,52.68,1,"mortgage",1,1,1,2106,10
"282",10023748,"41-60",41,"admin.","married","secondary",-62,"yes","yes","june",2018-06-01,55,49.14,1,"mortgage",1,1,1,6895,10
"283",10023749,"41-60",54,"technician","married","tertiary",258,"no","yes","july",2018-07-01,310,40.42,1,"mortgage",1,1,1,7632,10
"284",10023750,"41-60",58,"blue-collar","married","primary",76,"yes","yes","august",2018-08-01,156,52.68,1,"mortgage",1,1,1,9753,10
"285",10023751,"18-30",30,"blue-collar","single","secondary",0,"yes","no","september",2018-09-01,5,52.68,1,"mortgage",1,1,1,2257,10
"286",10023752,"31-40",33,"admin.","single","secondary",352,"yes","no","october",2018-10-01,225,103.9,1,"mortgage",1,1,1,12353,10
"287",10023753,"41-60",47,"admin.","married","secondary",368,"yes","yes","november",2018-11-01,125,101.96,1,"mortgage",1,1,1,2356,10
"288",10023754,"41-60",50,"technician","single","tertiary",339,"yes","yes","december",2018-12-01,2,193.91,1,"mortgage",0,-1,0,7654,7
"289",10023755,"31-40",32,"blue-collar","married","secondary",1331,"yes","no","january",2018-01-01,286,273.01,1,"mortgage",0,-1,0,7854,7
"290",10023756,"31-40",40,"self-employed","married","secondary",672,"yes","no","february",2018-02-01,164,56.99,1,"mortgage",0,-1,0,8954,7
"291",10023757,"31-40",37,"management","married","tertiary",58,"yes","yes","march",2018-03-01,98,46.48,1,"mortgage",0,-1,0,3678,7
"292",10023758,"41-60",54,"technician","single","unknown",447,"yes","no","april",2018-04-01,742,125.53,1,"mortgage",0,-1,0,4853,7
"293",10023759,"18-30",24,"student","single","secondary",423,"yes","no","may",2018-05-01,226,39.79,1,"mortgage",0,-1,0,8675,7
"294",10023760,"41-60",54,"management","married","tertiary",0,"no","yes","june",2018-06-01,120,59.545,1,"mortgage",1,-1,0,9764,7
"295",10023761,"31-40",34,"technician","married","secondary",19,"yes","no","july",2018-07-01,362,4.54,1,"mortgage",1,-1,0,2457,7
"296",10023762,"41-60",56,"technician","divorced","primary",13,"yes","no","august",2018-08-01,357,1.8,1,"mortgage",1,-1,0,3678,7
"297",10023763,"31-40",31,"blue-collar","single","secondary",3,"yes","no","september",2018-09-01,200,4.53,1,"mortgage",1,-1,0,9765,7
"298",10023764,"18-30",24,"student","single","secondary",82,"yes","no","october",2018-10-01,204,13.83,1,"mortgage",1,-1,0,7543,7
"299",10023765,"41-60",42,"blue-collar","divorced","primary",28,"yes","no","november",2018-11-01,126,42.99,1,"mortgage",1,-1,0,6895,7
"300",10023766,"41-60",57,"technician","married","secondary",792,"yes","yes","december",2018-12-01,65,164.1,1,"mortgage",1,-1,0,7632,7
"301",10023767,"41-60",42,"blue-collar","married","unknown",408,"yes","yes","january",2018-01-01,107,134.37,1,"mortgage",0,-1,0,9753,7
"302",10023768,"41-60",51,"admin.","married","secondary",531,"yes","yes","february",2018-02-01,267,96.63,1,"unsecured ",1,-1,0,2257,7
"303",10023769,"41-60",57,"retired","married","secondary",211,"yes","yes","march",2018-03-01,248,33.02,1,"unsecured ",0,-1,0,12353,7
"304",10023770,"31-40",36,"services","single","secondary",62,"yes","no","april",2018-04-01,215,36.44,1,"unsecured ",1,-1,0,2356,7
"305",10023771,"41-60",53,"services","married","unknown",257,"yes","yes","may",2018-05-01,209,162.57,1,"unsecured ",0,-1,0,7654,7
"306",10023772,"41-60",50,"technician","married","secondary",1234,"yes","yes","june",2018-06-01,205,179.41,1,"unsecured ",1,-1,0,7854,7
"307",10023773,"41-60",54,"management","married","tertiary",313,"yes","yes","july",2018-07-01,83,48.18,1,"unsecured ",0,-1,0,8954,7
"308",10023774,"41-60",55,"blue-collar","married","secondary",89,"yes","yes","august",2018-08-01,106,30.93,1,"unsecured ",1,-1,0,3678,7
"309",10023775,"41-60",44,"blue-collar","married","secondary",129,"yes","yes","september",2018-09-01,189,52.68,1,"unsecured ",0,-1,0,4853,7
"310",10023776,"41-60",43,"management","married","unknown",0,"yes","yes","october",2018-10-01,105,59.545,1,"unsecured ",1,-1,0,8675,7
"311",10023777,"41-60",56,"admin.","married","secondary",353,"yes","yes","november",2018-11-01,106,158.22,1,"unsecured ",0,-1,0,9764,7
"312",10023778,"41-60",54,"technician","married","unknown",851,"yes","yes","december",2018-12-01,108,82.51,1,"unsecured ",1,-1,0,2457,7
"313",10023779,"41-60",55,"services","divorced","primary",96,"yes","no","january",2018-01-01,311,56.43,1,"unsecured ",1,-1,0,3678,7
"314",10023780,"31-40",37,"services","divorced","secondary",398,"yes","no","february",2018-02-01,214,80.01,1,"unsecured ",1,-1,0,9765,7
"315",10023781,"31-40",33,"admin.","single","tertiary",193,"no","no","march",2018-03-01,132,49.14,1,"auto ",1,-1,0,7543,7
"316",10023782,"41-60",46,"admin.","married","secondary",-358,"yes","yes","april",2018-04-01,358,49.14,1,"auto ",1,-1,0,4384,7
"317",10023783,"31-40",36,"blue-collar","married","secondary",539,"yes","no","may",2018-05-01,453,52.68,1,"auto ",1,1,1,4080,10
"318",10023784,"41-60",51,"technician","single","secondary",0,"yes","no","june",2018-06-01,364,52.94,1,"auto ",1,1,1,2127,10
"319",10023785,"31-40",40,"retired","single","primary",0,"no","no","july",2018-07-01,136,57.32,1,"auto ",1,1,1,5699,10
"320",10023786,"41-60",42,"blue-collar","married","secondary",490,"yes","yes","august",2018-08-01,386,52.68,1,"auto ",1,1,1,3237,10
"321",10023787,"41-60",51,"blue-collar","married","secondary",0,"yes","yes","september",2018-09-01,173,52.68,1,"auto ",1,1,1,2558,10
"322",10023788,"41-60",49,"blue-collar","married","unknown",403,"yes","yes","october",2018-10-01,241,73.53,1,"auto ",1,1,1,2298,10
"323",10023789,"41-60",48,"management","married","secondary",161,"yes","yes","november",2018-11-01,224,185.26,1,"auto ",1,1,1,3397,10
"324",10023790,"31-40",32,"technician","divorced","tertiary",2558,"no","no","december",2018-12-01,148,144.53,1,"auto ",1,1,1,2106,10
"325",10023791,"31-40",31,"admin.","single","secondary",98,"yes","no","january",2018-01-01,196,30.65,1,"auto ",1,1,1,4080,10
"326",10023792,"41-60",55,"management","single","tertiary",115,"no","yes","february",2018-02-01,111,64.64,1,"auto ",1,1,1,2127,10
"327",10023793,"31-40",40,"blue-collar","single","secondary",436,"yes","no","march",2018-03-01,231,173.76,1,"auto ",1,1,1,5699,10
"328",10023794,"41-60",47,"technician","married","tertiary",831,"yes","yes","april",2018-04-01,316,119.44,1,"auto ",1,1,1,3237,10
"329",10023795,"41-60",57,"technician","married","unknown",206,"yes","yes","may",2018-05-01,216,70.56,1,"auto ",1,1,1,2558,10
"330",10023796,"41-60",41,"blue-collar","married","secondary",290,"yes","yes","june",2018-06-01,240,4.92,1,"auto ",1,1,1,2298,10
"331",10023797,"41-60",48,"blue-collar","married","secondary",1,"no","yes","july",2018-07-01,669,2.18,1,"auto ",1,1,1,2586,10
"332",10023798,"41-60",42,"blue-collar","married","unknown",57,"yes","yes","august",2018-08-01,425,52.68,1,"auto ",1,1,1,6530,10
"333",10023799,"18-30",30,"blue-collar","single","secondary",-457,"yes","no","september",2018-09-01,143,52.68,1,"mortgage",1,1,1,2476,10
"334",10023800,"41-60",58,"management","single","tertiary",1387,"yes","yes","october",2018-10-01,174,388.683437366575,1,"mortgage",1,1,1,4384,10
"335",10023801,"41-60",45,"management","divorced","tertiary",24598,"yes","yes","november",2018-11-01,313,247.98,1,"mortgage",1,1,1,4080,10
"336",10023802,"41-60",49,"blue-collar","married","secondary",30,"yes","yes","december",2018-12-01,135,50.55,1,"mortgage",1,1,1,2127,10
"337",10023803,"41-60",42,"admin.","single","secondary",1022,"yes","no","january",2018-01-01,146,69.06,1,"mortgage",1,1,1,5699,10
"338",10023804,"41-60",53,"technician","married","secondary",56,"yes","yes","february",2018-02-01,152,52.94,1,"mortgage",1,1,1,3237,10
"339",10023805,"41-60",51,"admin.","single","secondary",-2,"no","no","march",2018-03-01,402,49.14,1,"mortgage",1,1,1,2558,10
"340",10023806,"31-40",32,"services","single","secondary",121,"yes","no","april",2018-04-01,213,92.14,1,"mortgage",1,1,1,2298,10
"341",10023807,"41-60",41,"blue-collar","single","secondary",842,"yes","no","may",2018-05-01,144,220.51,1,"mortgage",1,1,1,3397,10
"342",10023808,"41-60",43,"management","divorced","secondary",693,"yes","no","june",2018-06-01,124,59.545,1,"mortgage",1,1,1,2106,10
"343",10023809,"31-40",40,"blue-collar","divorced","secondary",-333,"yes","no","july",2018-07-01,183,52.68,1,"mortgage",1,1,1,6895,10
"344",10023810,"41-60",50,"blue-collar","married","primary",1533,"yes","yes","august",2018-08-01,325,76.66,1,"mortgage",1,1,1,7632,10
"345",10023811,"31-40",34,"management","married","tertiary",46,"yes","yes","september",2018-09-01,39,8.31,1,"mortgage",1,1,1,9753,10
"346",10023812,"41-60",53,"services","married","unknown",18,"no","yes","october",2018-10-01,503,8.12,1,"mortgage",1,1,1,2257,10
"347",10023813,"41-60",45,"technician","married","secondary",44,"yes","yes","november",2018-11-01,95,52.94,1,"mortgage",1,1,1,12353,10
"348",10023814,"31-40",39,"blue-collar","married","primary",-100,"yes","no","december",2018-12-01,680,52.68,1,"unsecured ",1,1,1,2356,10
"349",10023815,"41-60",44,"services","married","tertiary",510,"yes","yes","january",2018-01-01,421,170.62,1,"unsecured ",1,1,1,7654,10
"350",10023816,"41-60",55,"management","married","tertiary",685,"yes","yes","february",2018-02-01,174,103.32,1,"unsecured ",1,1,1,7854,10
"351",10023817,"41-60",46,"management","single","tertiary",187,"yes","yes","march",2018-03-01,113,32.07,1,"unsecured ",1,1,1,8954,10
"352",10023818,"41-60",45,"blue-collar","married","secondary",66,"yes","yes","april",2018-04-01,808,55.5,1,"unsecured ",1,1,1,3678,10
"353",10023819,"31-40",34,"admin.","married","secondary",560,"yes","no","may",2018-05-01,198,49.14,1,"unsecured ",1,1,1,4853,10
"354",10023820,"31-40",36,"blue-collar","married","secondary",0,"yes","no","june",2018-06-01,195,52.68,1,"unsecured ",1,1,1,8675,10
"355",10023821,"41-60",59,"unknown","divorced","unknown",27,"no","no","july",2018-07-01,347,5.2,1,"unsecured ",1,1,1,9764,10
"356",10023822,"31-40",31,"admin.","single","secondary",12,"yes","no","august",2018-08-01,208,5.83,1,"unsecured ",1,1,1,2457,10
"357",10023823,"41-60",44,"blue-collar","single","secondary",34,"yes","no","september",2018-09-01,404,55.01,1,"unsecured ",1,1,1,3678,10
"358",10023824,"31-40",33,"entrepreneur","single","tertiary",1068,"yes","no","october",2018-10-01,396,137.04,1,"unsecured ",1,1,1,9765,10
"359",10023825,"31-40",40,"blue-collar","married","secondary",211,"yes","no","november",2018-11-01,216,81.42,1,"business",1,1,1,7543,10
"360",10023826,"41-60",46,"admin.","single","tertiary",377,"yes","yes","december",2018-12-01,98,90.9,1,"mortgage",1,1,1,3397,10
"361",10023827,"41-60",48,"management","married","tertiary",263,"yes","yes","january",2018-01-01,350,166.38,1,"mortgage",1,1,1,2106,10
"362",10023828,"41-60",42,"services","married","secondary",1263,"yes","yes","february",2018-02-01,114,29.02,1,"mortgage",1,1,1,2558,10
"363",10023829,"18-30",27,"services","married","secondary",8,"yes","no","march",2018-03-01,88,9.17,1,"mortgage",1,1,1,2298,10
"364",10023830,"41-60",48,"admin.","married","secondary",126,"yes","yes","april",2018-04-01,379,49.14,1,"mortgage",1,1,1,3397,10
"365",10023831,"41-60",59,"admin.","married","secondary",230,"yes","yes","may",2018-05-01,190,126.96,1,"mortgage",1,1,1,2106,10
"366",10023832,"41-60",46,"technician","married","tertiary",841,"yes","yes","june",2018-06-01,158,146.92,1,"mortgage",1,1,1,4853,10
"367",10023833,"31-40",38,"admin.","divorced","secondary",308,"yes","no","july",2018-07-01,102,5.07,1,"mortgage",1,-1,0,8675,7
"368",10023834,"41-60",43,"management","divorced","tertiary",1,"yes","yes","august",2018-08-01,306,2.68,1,"auto ",1,-1,0,9764,7
"369",10023835,"31-40",38,"admin.","divorced","tertiary",86,"yes","no","september",2018-09-01,218,33.54,1,"auto ",1,-1,0,2457,7
"370",10023836,"18-30",23,"student","single","secondary",157,"yes","no","october",2018-10-01,54,16.97,1,"auto ",1,-1,0,3678,7
"371",10023837,"31-40",34,"services","married","secondary",22,"yes","no","november",2018-11-01,344,9.18,1,"auto ",1,-1,0,9765,7
"372",10023838,"31-40",38,"admin.","married","secondary",46,"yes","no","december",2018-12-01,195,70.4,1,"auto ",1,-1,0,7543,7
"373",10023839,"31-40",37,"blue-collar","married","secondary",1293,"no","no","january",2018-01-01,652,114.65,0,"no product",0,0,0,6689,7
"374",10023840,"18-30",25,"admin.","single","secondary",122,"yes","no","february",2018-02-01,286,36.49,0,"no product",0,0,0,4376,7
"375",10023841,"41-60",48,"blue-collar","married","unknown",131,"yes","yes","march",2018-03-01,189,39.51,0,"no product",0,0,0,6895,7
"376",10023842,"41-60",49,"blue-collar","single","secondary",143,"yes","no","april",2018-04-01,83,68.43,0,"no product",0,0,0,7632,7
"377",10023843,"31-40",38,"admin.","single","secondary",393,"no","no","may",2018-05-01,184,56.65,0,"no product",0,0,0,9753,7
"378",10023844,"41-60",43,"blue-collar","married","primary",98,"yes","yes","june",2018-06-01,235,52.68,0,"no product",0,0,0,2257,7
"379",10023845,"31-40",33,"management","married","tertiary",0,"yes","yes","july",2018-07-01,290,59.545,0,"no product",0,0,0,6895,7
"380",10023846,"41-60",55,"blue-collar","married","secondary",224,"yes","yes","august",2018-08-01,232,118.87,0,"no product",0,0,0,6895,7
"381",10023847,"31-40",38,"blue-collar","married","secondary",757,"yes","no","september",2018-09-01,133,124.32,0,"no product",0,0,0,7632,7
"382",10023848,"41-60",49,"services","married","secondary",245,"yes","yes","october",2018-10-01,318,388.683437366575,0,"no product",0,0,0,6895,7
"383",10023849,"31-40",40,"management","married","secondary",8486,"no","no","november",2018-11-01,260,388.683437366575,0,"no product",0,0,0,7632,7
"384",10023850,"41-60",43,"admin.","married","unknown",350,"no","yes","december",2018-12-01,437,24.15,0,"no product",0,0,0,9753,7
"385",10023851,"31-40",38,"blue-collar","married","secondary",20,"yes","no","january",2018-01-01,402,52.71,1,"mortgage",1,-1,0,8675,7
"386",10023852,"41-60",58,"services","married","secondary",1667,"yes","yes","february",2018-02-01,85,218.92,1,"mortgage",1,-1,0,9764,7
"387",10023853,"41-60",57,"technician","married","unknown",345,"yes","yes","march",2018-03-01,125,16.96,1,"mortgage",1,1,1,2457,10
"388",10023854,"31-40",32,"unemployed","married","secondary",10,"yes","no","april",2018-04-01,501,26.3,1,"mortgage",1,1,1,3678,10
"389",10023855,"41-60",56,"management","married","tertiary",830,"yes","yes","may",2018-05-01,1201,44.79,1,"mortgage",1,1,1,9765,10
"390",10023856,"41-60",58,"blue-collar","divorced","unknown",29,"yes","no","june",2018-06-01,253,36.29,1,"business",1,1,1,6895,10
"391",10023857,"41-60",60,"retired","divorced","secondary",545,"yes","no","july",2018-07-01,1030,388.683437366575,0,"no product",0,0,0,7632,7
"392",10023858,"31-40",37,"technician","married","tertiary",8730,"yes","yes","august",2018-08-01,149,388.683437366575,0,"no product",0,0,0,9753,7
"393",10023859,"41-60",46,"technician","divorced","tertiary",477,"yes","yes","september",2018-09-01,114,12.61,0,"no product",0,0,0,2257,7
"394",10023860,"18-30",27,"admin.","married","secondary",4,"yes","no","october",2018-10-01,243,20.04,0,"no product",0,0,0,12353,7
"395",10023861,"41-60",43,"blue-collar","married","secondary",1205,"yes","yes","november",2018-11-01,769,52.68,0,"no product",0,0,0,6895,7
"396",10023862,"31-40",32,"technician","single","secondary",0,"yes","no","december",2018-12-01,135,52.94,0,"no product",0,0,0,7632,7
"397",10023863,"31-40",40,"admin.","single","secondary",263,"yes","no","january",2018-01-01,231,4.68,0,"no product",0,0,0,9753,7
"398",10023864,"31-40",38,"admin.","married","secondary",1,"no","no","february",2018-02-01,76,4.86,0,"no product",0,0,0,2257,7
"399",10023865,"31-40",34,"blue-collar","married","secondary",283,"no","no","march",2018-03-01,199,69.7,0,"no product",0,0,0,12353,7
"400",10023866,"41-60",47,"blue-collar","married","primary",206,"yes","yes","april",2018-04-01,152,17.08,0,"no product",0,0,0,2356,7
"401",10023867,"41-60",42,"housemaid","married","primary",17,"yes","yes","may",2018-05-01,124,14.13,0,"no product",0,0,0,7654,7
"402",10023868,"41-60",48,"technician","married","secondary",141,"yes","yes","june",2018-06-01,424,13.71,0,"no product",0,0,0,7854,7
"403",10023869,"18-30",29,"self-employed","single","tertiary",16,"yes","no","july",2018-07-01,43,16.57,0,"no product",0,0,0,6895,7
"404",10023870,"41-60",50,"services","married","secondary",206,"yes","yes","august",2018-08-01,154,10.96,0,"no product",0,0,0,7632,7
"405",10023871,"41-60",52,"technician","married","unknown",7,"no","yes","september",2018-09-01,203,52.94,0,"no product",0,0,0,9753,7
"406",10023872,"41-60",50,"management","married","tertiary",0,"no","yes","october",2018-10-01,326,59.545,0,"no product",0,0,0,2257,7
"407",10023873,"41-60",58,"retired","married","tertiary",0,"no","yes","november",2018-11-01,393,57.32,0,"no product",0,0,0,12353,7
"408",10023874,"41-60",46,"blue-collar","divorced","primary",1927,"yes","no","december",2018-12-01,241,213.55,0,"no product",0,0,0,2356,7
"409",10023875,"31-40",38,"technician","married","secondary",284,"yes","no","january",2018-01-01,483,198.21,0,"no product",0,0,0,7654,7
